Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
FORD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.5,23,293
FORD,PICKUP TRUCK - STANDARD,3.5,6,A6,E,16.9,17,281
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,X,13.8,20,323
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,E,18.6,15,305
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,X,14.1,20,330
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,E,18.6,15,306
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,X,14.8,19,347
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,E,19.6,14,326
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.5,19,339
FORD,SUBCOMPACT,1.6,4,AS6,X,7.6,37,178
FORD,SUBCOMPACT,1.6,4,M5,X,7.8,36,182
FORD,SUBCOMPACT,1,3,M5,X,6.8,42,158
FORD,COMPACT,1.6,4,M6,X,8.2,34,192
FORD,SUV - STANDARD,3.5,6,AS6,X,12.7,22,298
FORD,SUV - STANDARD,3.5,6,AS6,X,12.9,22,303
FORD,SUV - STANDARD,3.5,6,AS6,X,13.7,21,321
FORD,COMPACT,1,3,AS6,X,7.5,38,176
FORD,COMPACT,1,3,M6,X,7,40,164
FORD,COMPACT,2,4,AM6,X,7.9,36,185
FORD,COMPACT,2,4,AM6,E,10.6,27,177
FORD,COMPACT,2,4,AS6,X,8,35,189
FORD,COMPACT,2,4,AS6,E,10.9,26,182
FORD,COMPACT,2,4,M5,X,8.3,34,195
FORD,COMPACT,2,4,M5,E,11.4,25,188
FORD,MID-SIZE,2.3,4,M6,Z,10.9,26,256
FORD,MID-SIZE,2,4,M6,X,9.3,30,219
FORD,MID-SIZE,1.5,4,AS6,X,8.7,32,204
FORD,MID-SIZE,2,4,AS6,X,9.6,29,225
FORD,MID-SIZE,2.5,4,A6,X,9.6,29,224
FORD,MID-SIZE,2,4,AS6,X,10.1,28,238
FORD,MID-SIZE,2.7,6,AS6,X,11.5,25,270
FORD,MID-SIZE,2,4,AV,X,5.6,50,131
FORD,TWO-SEATER,3.5,6,AM7,Z,17.3,16,406
FORD,SUBCOMPACT,2.3,4,AS6,X,9.6,29,226
FORD,SUBCOMPACT,2.3,4,AS6,X,10.2,28,239
FORD,SUBCOMPACT,2.3,4,M6,X,9.8,29,230
FORD,SUBCOMPACT,2.3,4,M6,X,9.8,29,230
FORD,SUBCOMPACT,3.7,6,AS6,X,11.1,25,259
FORD,SUBCOMPACT,3.7,6,M6,X,11.5,25,271
FORD,SUBCOMPACT,5,8,AS6,X,12.9,22,303
FORD,SUBCOMPACT,5,8,M6,X,13.1,22,307
FORD,SUBCOMPACT,5,8,M6,X,13.8,20,324
FORD,SUBCOMPACT,2.3,4,AS6,X,10.2,28,239
FORD,SUBCOMPACT,2.3,4,M6,X,10.1,28,237
FORD,SUBCOMPACT,5,8,AS6,X,13.2,21,309
FORD,SUBCOMPACT,5,8,M6,X,13.8,20,324
FORD,SUBCOMPACT,5.2,8,M6,Z,14.6,19,341
FORD,VAN - PASSENGER,3.5,6,AS6,X,14.6,19,344
FORD,VAN - PASSENGER,3.7,6,AS6,X,15.1,19,354
FORD,VAN - PASSENGER,3.7,6,AS6,E,20.9,14,343
FORD,FULL-SIZE,2,4,AS6,X,10.1,28,238
FORD,FULL-SIZE,3.5,6,AS6,X,11.1,25,260
FORD,FULL-SIZE,3.5,6,AS6,E,15,19,249
FORD,FULL-SIZE,3.5,6,AS6,X,12.5,23,293
FORD,FULL-SIZE,3.5,6,AS6,X,12.4,23,291
FORD,FULL-SIZE,3.5,6,AS6,E,16.3,17,271
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,10.4,27,244
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,14.2,20,234
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,10.8,26,253
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,14.7,19,242
GENESIS,FULL-SIZE,3.8,6,AS8,X,12.1,23,286
GENESIS,FULL-SIZE,5,8,AS8,Z,14.2,20,332
GENESIS,FULL-SIZE,3.3,6,AS8,Z,11.9,24,279
GENESIS,FULL-SIZE,5,8,AS8,Z,13,22,306
GMC,SUV - STANDARD,2.5,4,A6,X,10.2,28,239
GMC,SUV - STANDARD,3.6,6,A6,X,11.3,25,265
GMC,SUV - STANDARD,2.5,4,A6,X,10.4,27,243
GMC,SUV - STANDARD,3.6,6,A6,X,11.6,24,271
GMC,PICKUP TRUCK - SMALL,2.5,4,A6,X,10.7,26,252
GMC,PICKUP TRUCK - SMALL,2.5,4,M6,X,10.9,26,254
GMC,PICKUP TRUCK - SMALL,2.8,4,A6,D,9.5,30,255
GMC,PICKUP TRUCK - SMALL,3.6,6,A8,X,11.7,24,274
GMC,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.3,25,263
GMC,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.4,27,280
GMC,PICKUP TRUCK - SMALL,3.6,6,A8,X,12.2,23,286
GMC,VAN - PASSENGER,6,8,A6,X,18.6,15,438
GMC,VAN - PASSENGER,6,8,A6,X,19,15,445
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,22,297
GMC,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.1,22,309
GMC,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,13.8,20,323
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,X,11.9,24,279
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17.1,17,284
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,22,298
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.1,17,284
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.1,22,307
GMC,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.9,20,327
GMC,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,14.1,20,330
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,X,12.5,23,294
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18,16,294
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.1,22,307
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.9,16,317
GMC,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13,22,303
GMC,SUV - SMALL,2.4,4,A6,X,9.4,30,221
GMC,SUV - SMALL,2.4,4,A6,X,9.4,30,221
GMC,SUV - SMALL,2.4,4,A6,E,13.6,21,223
GMC,SUV - SMALL,3.6,6,A6,X,12.1,23,285
GMC,SUV - SMALL,2.4,4,A6,X,10.1,28,237
GMC,SUV - SMALL,3.6,6,A6,X,13,22,304
GMC,SUV - STANDARD,5.3,8,A6,X,13,22,305
GMC,SUV - STANDARD,5.3,8,A6,X,13,22,305
GMC,SUV - STANDARD,5.3,8,A6,E,17.1,17,284
GMC,SUV - STANDARD,5.3,8,A6,X,13.2,21,310
GMC,SUV - STANDARD,5.3,8,A6,X,13.2,21,310
GMC,SUV - STANDARD,5.3,8,A6,E,18,16,299
GMC,SUV - STANDARD,6.2,8,A8,Z,14.1,20,330
GMC,SUV - STANDARD,5.3,8,A6,X,13,22,305
GMC,SUV - STANDARD,5.3,8,A6,X,13,22,305
GMC,SUV - STANDARD,5.3,8,A6,E,17.1,17,284
GMC,SUV - STANDARD,5.3,8,A6,X,13.3,21,312
GMC,SUV - STANDARD,5.3,8,A6,X,13.3,21,312
GMC,SUV - STANDARD,5.3,8,A6,E,19.1,15,317
GMC,SUV - STANDARD,6.2,8,A8,Z,14.2,20,333
HONDA,MID-SIZE,2.4,4,AV7,X,8.2,34,190
HONDA,MID-SIZE,2.4,4,M6,X,9,31,210
HONDA,MID-SIZE,3.5,6,AS6,X,9.6,29,225
HONDA,MID-SIZE,3.5,6,M6,X,10.9,26,254
HONDA,MID-SIZE,2.4,4,AV,X,7.8,36,180
HONDA,MID-SIZE,3.5,6,A6,X,9.5,30,223
HONDA,MID-SIZE,2,4,AV,X,5,56,114
HONDA,COMPACT,1.5,4,AV7,X,6.8,42,158
HONDA,COMPACT,1.5,4,M6,X,6.8,42,159
HONDA,COMPACT,2,4,AV,X,7,40,163
HONDA,COMPACT,2,4,M6,X,7.4,38,173
HONDA,MID-SIZE,1.5,4,AV,X,6.6,43,153
HONDA,MID-SIZE,2,4,AV,X,7,40,163
HONDA,MID-SIZE,2,4,M6,X,7.4,38,172
HONDA,FULL-SIZE,1.5,4,AV,X,6.9,41,162
HONDA,FULL-SIZE,1.5,4,AV7,X,7.3,39,170
HONDA,FULL-SIZE,1.5,4,AV7,Z,7.3,39,170
HONDA,FULL-SIZE,1.5,4,M6,X,7.2,39,167
HONDA,FULL-SIZE,1.5,4,M6,Z,7.2,39,167
HONDA,SUV - SMALL,1.5,4,AV,X,7.8,36,181
HONDA,SUV - SMALL,1.5,4,AV,X,8,35,188
HONDA,STATION WAGON - SMALL,1.5,4,AV,X,6.5,43,154
HONDA,STATION WAGON - SMALL,1.5,4,AV7,X,7,40,164
HONDA,STATION WAGON - SMALL,1.5,4,M6,X,7.4,38,174
HONDA,STATION WAGON - SMALL,1.8,4,AV,X,7.7,37,180
HONDA,STATION WAGON - SMALL,1.8,4,AV7,X,7.7,37,180
HONDA,STATION WAGON - SMALL,1.8,4,M6,X,8.4,34,195
HONDA,STATION WAGON - SMALL,1.8,4,AV,X,8.2,34,194
HONDA,STATION WAGON - SMALL,1.8,4,AV7,X,8.2,34,194
HONDA,MINIVAN,3.5,6,A6,X,10.7,26,251
HONDA,SUV - SMALL,3.5,6,A6,X,10.8,26,254
HONDA,SUV - SMALL,3.5,6,A6,X,11.3,25,266
HONDA,SUV - SMALL,3.5,6,AS9,X,11,26,256
HONDA,PICKUP TRUCK - STANDARD,3.5,6,A6,X,11.3,25,264
HYUNDAI,COMPACT,1.6,4,AS6,X,7.9,36,182
HYUNDAI,COMPACT,1.6,4,M6,X,7.8,36,184
HYUNDAI,MID-SIZE,2,4,AS6,X,7.4,38,174
HYUNDAI,MID-SIZE,2,4,M6,X,8,35,187
HYUNDAI,MID-SIZE,2,4,AS6,X,8.7,32,206
HYUNDAI,MID-SIZE,2,4,M6,X,8.7,32,204
HYUNDAI,FULL-SIZE,1.6,4,AM6,X,4.4,64,103
HYUNDAI,FULL-SIZE,1.6,4,AM6,X,4.1,69,96
HYUNDAI,SUV - SMALL,3.3,6,AS6,X,11.3,25,265
HYUNDAI,SUV - SMALL,3.3,6,AS6,X,11.5,25,269
HYUNDAI,SUV - SMALL,2.4,4,AS6,X,10,28,235
HYUNDAI,SUV - SMALL,2,4,AS6,X,11.2,25,264
HYUNDAI,SUV - SMALL,2.4,4,AS6,X,10.7,26,253
HYUNDAI,SUV - SMALL,3.3,6,AS6,X,12.5,23,295
HYUNDAI,FULL-SIZE,2,4,AS6,X,9.2,31,216
HYUNDAI,FULL-SIZE,2.4,4,AS6,X,8.2,34,194
HYUNDAI,FULL-SIZE,2.4,4,AS6,X,8.7,32,207
HYUNDAI,MID-SIZE,2,4,AS6,X,6,47,143
HYUNDAI,MID-SIZE,2,4,AS6,X,5.7,50,137
HYUNDAI,SUV - SMALL,1.6,4,AM7,X,9.3,30,221
HYUNDAI,SUV - SMALL,2,4,AS6,X,9,31,213
HYUNDAI,SUV - SMALL,2,4,AS6,X,10.2,28,241
HYUNDAI,COMPACT,1.6,4,AM6,X,7.6,37,180
HYUNDAI,COMPACT,1.6,4,M6,X,8,35,188
HYUNDAI,COMPACT,1.6,4,AS6,X,8.2,34,193
HYUNDAI,COMPACT,1.6,4,M6,X,8.4,34,200
INFINITI,MID-SIZE,2,4,AS7,Z,9.6,29,226
INFINITI,MID-SIZE,3,6,AS7,Z,10.9,26,256
INFINITI,MID-SIZE,3,6,AS7,Z,10.9,26,257
INFINITI,COMPACT,3.5,6,AS7,Z,8.5,33,200
INFINITI,SUBCOMPACT,2,4,AS7,Z,10,28,233
INFINITI,SUBCOMPACT,3,6,AS7,Z,10.8,26,253
INFINITI,SUBCOMPACT,3,6,AS7,Z,11,26,259
INFINITI,MID-SIZE,3.7,6,AS7,Z,11.7,24,274
INFINITI,MID-SIZE,5.6,8,AS7,Z,12.8,22,300
INFINITI,MID-SIZE,3.5,6,AS7,Z,7.8,36,184
INFINITI,COMPACT,2,4,AM7,Z,8.5,33,200
INFINITI,COMPACT,2,4,AM7,Z,9.4,30,221
INFINITI,STATION WAGON - SMALL,3.7,6,AS7,Z,11.9,24,280
INFINITI,SUV - SMALL,3.5,6,AV7,Z,10.5,27,246
INFINITI,SUV - SMALL,3.5,6,AV7,Z,10.9,26,257
INFINITI,SUV - STANDARD,2.5,4,AV7,X,9.1,31,214
INFINITI,SUV - SMALL,3.7,6,AS7,Z,12.8,22,301
INFINITI,SUV - STANDARD,5.6,8,AS7,Z,15.1,19,355
JAGUAR,SUV - SMALL,3,6,AS8,Z,11.8,24,277
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.4,27,242
JAGUAR,TWO-SEATER,3,6,M6,Z,12.6,22,296
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.4,27,242
JAGUAR,TWO-SEATER,3,6,M6,Z,12.6,22,296
JAGUAR,TWO-SEATER,5,8,AS8,Z,13.3,21,311
JAGUAR,TWO-SEATER,5,8,AS6,Z,13.3,21,311
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.8,26,253
JAGUAR,TWO-SEATER,3,6,M6,Z,12.9,22,302
JAGUAR,TWO-SEATER,3,6,AS8,Z,11.3,25,265
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.8,26,253
JAGUAR,TWO-SEATER,3,6,M6,Z,12.9,22,302
JAGUAR,TWO-SEATER,3,6,AS8,Z,11.3,25,265
JAGUAR,COMPACT,2,4,AS8,D,6.9,41,186
JAGUAR,COMPACT,3,6,AS8,Z,10.2,28,238
JAGUAR,MID-SIZE,2,4,AS8,D,6.9,41,186
JAGUAR,MID-SIZE,3,6,AS8,Z,10.4,27,243
JAGUAR,FULL-SIZE,3,6,AS8,Z,11.8,24,276
JAGUAR,FULL-SIZE,3,6,AS8,Z,11.9,24,280
JAGUAR,FULL-SIZE,5,8,AS8,Z,13.3,21,313
JAGUAR,FULL-SIZE,5,8,AS8,Z,13.3,21,313
JEEP,SUV - SMALL,2.4,4,A9,X,9.6,29,225
JEEP,SUV - SMALL,3.2,6,A9,X,10,28,234
JEEP,SUV - SMALL,2.4,4,A9,X,10,28,235
JEEP,SUV - SMALL,3.2,6,A9,X,10.3,27,241
JEEP,SUV - SMALL,2.4,4,A9,X,10.2,28,240
JEEP,SUV - SMALL,3.2,6,A9,X,11.1,25,259
JEEP,SUV - SMALL,2.4,4,A9,X,10.9,26,256
JEEP,SUV - SMALL,3.2,6,A9,X,11.6,24,269
JEEP,SUV - SMALL,2,4,AV,X,10,28,235
JEEP,SUV - SMALL,2,4,M5,X,9.3,30,216
JEEP,SUV - SMALL,2.4,4,A6,X,10.1,28,238
JEEP,SUV - SMALL,2.4,4,M5,X,9.3,30,219
JEEP,SUV - SMALL,2.4,4,A6,X,10.6,27,249
JEEP,SUV - SMALL,2.4,4,AV,X,11.1,25,259
JEEP,SUV - SMALL,2.4,4,M5,X,9.8,29,230
JEEP,SUV - STANDARD,3.6,6,A8,X,11.3,25,265
JEEP,SUV - STANDARD,5.7,8,A8,X,14,20,328
JEEP,SUV - STANDARD,6.4,8,A8,Z,15.7,18,368
JEEP,SUV - SMALL,2.4,4,A6,X,9.3,30,218
JEEP,SUV - SMALL,2.4,4,M6,X,9,31,211
JEEP,SUV - SMALL,2.4,4,A9,X,9.5,30,222
JEEP,SUV - SMALL,2.4,4,M6,X,9.4,30,221
JEEP,SUV - SMALL,2,4,AV,X,10,28,235
JEEP,SUV - SMALL,2,4,M5,X,9.3,30,216
JEEP,SUV - SMALL,2.4,4,A6,X,10.1,28,238
JEEP,SUV - SMALL,2.4,4,M5,X,9.3,30,219
JEEP,SUV - SMALL,2.4,4,A6,X,10.6,27,249
JEEP,SUV - SMALL,2.4,4,AV,X,11.1,25,259
JEEP,SUV - SMALL,2.4,4,M5,X,9.8,29,230
JEEP,SUV - SMALL,1.4,4,M6,X,8.9,32,209
JEEP,SUV - SMALL,2.4,4,A9,X,9.5,30,222
JEEP,SUV - SMALL,2.4,4,A9,E,12.5,23,206
JEEP,SUV - SMALL,1.4,4,M6,X,8.9,32,211
JEEP,SUV - SMALL,2.4,4,A9,X,9.8,29,230
JEEP,SUV - SMALL,3.6,6,A5,X,12.8,22,299
JEEP,SUV - SMALL,3.6,6,M6,X,12.8,22,298
JEEP,SUV - SMALL,3.6,6,A5,X,13.4,21,313
JEEP,SUV - SMALL,3.6,6,M6,X,13.3,21,312
KIA,FULL-SIZE,3.3,6,AS8,X,10.2,28,237
KIA,MID-SIZE,2,4,AS6,X,7.2,39,170
KIA,MID-SIZE,2,4,AS6,X,8.3,34,198
KIA,MID-SIZE,2,4,M6,X,8.3,34,195
KIA,FULL-SIZE,1.6,4,AM7,X,8.7,32,207
KIA,FULL-SIZE,2,4,AS6,X,8.3,34,197
KIA,FULL-SIZE,2,4,M6,X,8.7,32,204
KIA,COMPACT,1.6,4,AM7,X,8.6,33,204
KIA,COMPACT,1.6,4,M6,X,9.2,31,216
KIA,COMPACT,2,4,AS6,X,8.6,33,203
KIA,COMPACT,2,4,M6,X,8.8,32,209
KIA,FULL-SIZE,3.8,6,AS8,X,11.8,24,279
KIA,FULL-SIZE,5,8,AS8,Z,13.3,21,317
KIA,STATION WAGON - SMALL,1.6,4,AM6,X,4.8,59,114
KIA,STATION WAGON - SMALL,1.6,4,AM6,X,4.7,60,110
KIA,STATION WAGON - SMALL,1.6,4,AM6,X,5.4,52,129
KIA,FULL-SIZE,2.4,4,AS6,X,8.4,34,198
KIA,FULL-SIZE,2.4,4,AS6,X,8,35,190
KIA,FULL-SIZE,2,4,AS6,X,9.4,30,224
KIA,MID-SIZE,2,4,AS6,X,5.6,50,132
KIA,COMPACT,1.6,4,AS6,X,7.8,36,181
KIA,COMPACT,1.6,4,M6,X,7.8,36,181
KIA,STATION WAGON - MID-SIZE,2,4,AS6,X,8.9,32,210
KIA,MINIVAN,3.3,6,AS6,X,11.6,24,275
KIA,MINIVAN,3.3,6,AS6,X,11.4,25,269
KIA,MINIVAN,3.3,6,AS6,X,12.5,23,296
KIA,SUV - SMALL,2.4,4,AS6,X,9.9,29,234
KIA,SUV - SMALL,2,4,AS6,X,11,26,259
KIA,SUV - SMALL,2.4,4,AS6,X,10.5,27,246
KIA,SUV - SMALL,3.3,6,AS6,X,12.2,23,289
KIA,SUV - SMALL,3.3,6,AS6,X,11.4,25,270
KIA,STATION WAGON - SMALL,1.6,4,AS6,X,8.7,32,205
KIA,STATION WAGON - SMALL,1.6,4,M6,X,8.8,32,208
KIA,STATION WAGON - SMALL,2,4,AS6,X,8.7,32,206
KIA,STATION WAGON - SMALL,1.6,4,AM7,X,8.5,33,199
KIA,SUV - SMALL,2.4,4,AS6,X,9.3,30,220
KIA,SUV - SMALL,2,4,AS6,X,11.1,25,263
KIA,SUV - SMALL,2.4,4,AS6,X,10.5,27,247
LAMBORGHINI,TWO-SEATER,6.5,12,AM7,Z,17.9,16,428
LAMBORGHINI,TWO-SEATER,6.5,12,AM7,Z,19.7,14,461
LAMBORGHINI,TWO-SEATER,6.5,12,AM7,Z,18.7,15,438
LAMBORGHINI,TWO-SEATER,6.5,12,AM7,Z,19.7,14,461
LAMBORGHINI,TWO-SEATER,5.2,10,AM7,Z,14.2,20,331
LAMBORGHINI,TWO-SEATER,5.2,10,AM7,Z,14.6,19,340
LAND ROVER,SUV - SMALL,2,4,AS9,Z,10.7,26,252
LAND ROVER,SUV - SMALL,2,4,AS9,Z,9.8,29,231
LAND ROVER,SUV - SMALL,2,4,AS9,Z,10.4,27,243
LEXUS,COMPACT,1.8,4,AV,X,5.7,50,132
LEXUS,MID-SIZE,2.5,4,AV6,X,5.9,48,139
LEXUS,MID-SIZE,3.5,6,AS6,X,9.7,29,226
LEXUS,MID-SIZE,3.5,6,AS6,Z,11,26,257
LEXUS,MID-SIZE,3.5,6,AV8,Z,7.5,38,176
LEXUS,COMPACT,5,8,AS8,Z,12.5,23,293
LEXUS,SUV - STANDARD,4.6,8,AS6,Z,14.6,19,341
LEXUS,COMPACT,2,4,AS8,Z,9.1,31,214
LEXUS,COMPACT,3.5,6,AS6,Z,11,26,258
LEXUS,COMPACT,3.5,6,AS6,Z,11,26,258
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.9,22,303
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.9,22,303
LEXUS,SUV - STANDARD,5.7,8,AS8,Z,15.8,18,372
LEXUS,SUV - SMALL,2,4,AS6,Z,9.7,29,226
LEXUS,SUV - SMALL,2,4,AS6,Z,9.9,29,232
LEXUS,SUV - SMALL,2.5,4,AV6,X,7.5,38,176
LEXUS,SUBCOMPACT,3.5,6,AS6,Z,11,26,258
LEXUS,SUBCOMPACT,3.5,6,AS6,Z,11,26,258
LEXUS,SUBCOMPACT,5,8,AS8,Z,12.6,22,289
LEXUS,SUV - SMALL,3.5,6,AS8,X,10.8,26,252
LEXUS,SUV - STANDARD,3.5,6,AV6,Z,7.9,36,185
LINCOLN,FULL-SIZE,2.7,6,AS6,X,12,24,281
LINCOLN,FULL-SIZE,3,6,AS6,X,12.3,23,288
LINCOLN,FULL-SIZE,3.7,6,AS6,X,12.2,23,287
LINCOLN,SUV - SMALL,2,4,AS6,X,10.9,26,256
LINCOLN,SUV - SMALL,2,4,AS6,X,10.8,26,254
LINCOLN,SUV - SMALL,2.3,4,AS6,X,11.4,25,268
LINCOLN,SUV - STANDARD,3.5,6,AS6,X,13.7,21,321
LINCOLN,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,12.7,22,298
LINCOLN,SUV - SMALL,2.7,6,AS6,X,12.1,23,284
LINCOLN,SUV - SMALL,3.7,6,AS6,X,12.5,23,293
LINCOLN,MID-SIZE,2,4,AS6,X,9.8,29,230
LINCOLN,MID-SIZE,3,6,AS6,X,11.2,25,264
LINCOLN,MID-SIZE,2,4,AS6,X,10.2,28,239
LINCOLN,MID-SIZE,3,6,AS6,X,11.8,24,278
LINCOLN,MID-SIZE,2,4,AV,X,5.9,48,139
LINCOLN,SUV - STANDARD,3.5,6,AS6,X,14.2,20,333
LINCOLN,SUV - STANDARD,3.5,6,AS6,X,14.5,19,339
MASERATI,MID-SIZE,3,6,AS8,Z,12.4,23,286
MASERATI,MID-SIZE,3,6,AS8,Z,12.4,23,293
MASERATI,MID-SIZE,3,6,AS8,Z,12.6,22,295
MASERATI,SUBCOMPACT,4.7,8,AS6,Z,15.1,19,355
MASERATI,SUBCOMPACT,4.7,8,AS6,Z,15.2,19,358
MASERATI,SUV - STANDARD,3,6,AS8,Z,14.7,19,340
MASERATI,SUV - STANDARD,3,6,AS8,Z,14.7,19,346
MASERATI,FULL-SIZE,3.8,8,AS8,Z,13.8,20,321
MASERATI,FULL-SIZE,3,6,AS8,Z,13.1,22,300
MASERATI,FULL-SIZE,3,6,AS8,Z,13.1,22,301
MAZDA,COMPACT,2,4,AS6,X,7.6,37,179
MAZDA,COMPACT,2,4,AS6,X,8.2,34,192
MAZDA,SUV - SMALL,2,4,M6,X,8.5,33,199
MAZDA,SUV - SMALL,2.5,4,AS6,X,8.6,33,204
MAZDA,SUV - SMALL,2.5,4,AS6,X,9.2,31,221
MAZDA,SUV - SMALL,2.5,4,AS6,X,9.6,29,225
MAZDA,SUV - SMALL,2.5,4,AS6,X,10.4,27,242
MAZDA,COMPACT,2,4,AS6,X,7.5,38,176
MAZDA,COMPACT,2,4,M6,X,7.5,38,175
MAZDA,COMPACT,2,4,M6,X,7.5,38,175
MAZDA,COMPACT,2.5,4,AS6,X,7.8,36,182
MAZDA,COMPACT,2.5,4,AS6,X,7.6,37,176
MAZDA,COMPACT,2.5,4,M6,X,8.2,34,194
MAZDA,MID-SIZE,2,4,AS6,X,7.5,38,174
MAZDA,MID-SIZE,2,4,M6,X,7.6,37,178
MAZDA,MID-SIZE,2.5,4,AS6,X,7.8,36,183
MAZDA,MID-SIZE,2.5,4,AS6,X,7.8,36,181
MAZDA,MID-SIZE,2.5,4,M6,X,8.4,34,198
MAZDA,MINIVAN,2.5,4,AS5,X,9.6,29,226
MAZDA,MINIVAN,2.5,4,M6,X,9.8,29,230
MAZDA,MID-SIZE,2.5,4,AS6,X,8,35,187
MAZDA,MID-SIZE,2.5,4,AS6,X,7.9,36,186
MAZDA,MID-SIZE,2.5,4,M6,X,8.4,34,196
MAZDA,TWO-SEATER,2,4,AS6,Z,8,35,187
MAZDA,TWO-SEATER,2,4,M6,Z,8.1,35,190
MERCEDES-BENZ,COMPACT,4,8,AS7,Z,11.7,24,273
MERCEDES-BENZ,SUBCOMPACT,4,8,AS7,Z,12.2,23,291
MERCEDES-BENZ,SUBCOMPACT,4,8,AS7,Z,12.1,23,285
MERCEDES-BENZ,COMPACT,4,8,AS7,Z,11.7,24,273
MERCEDES-BENZ,SUBCOMPACT,4,8,AS7,Z,12.2,23,291
MERCEDES-BENZ,SUBCOMPACT,4,8,AS7,Z,12.1,23,285
MERCEDES-BENZ,COMPACT,2,4,AS7,Z,9.3,30,221
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.1,22,308
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,18.5,15,413
MERCEDES-BENZ,SUV - STANDARD,6,12,AS7,Z,20.3,14,467
MERCEDES-BENZ,SUV - SMALL,2,4,AS7,Z,10,28,233
MERCEDES-BENZ,SUV - SMALL,3,6,A9,Z,14.6,19,353
MERCEDES-BENZ,SUV - STANDARD,3,6,A9,Z,12,24,281
MERCEDES-BENZ,SUV - STANDARD,3,6,A9,Z,12,24,281
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,15.6,18,363
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,15.2,19,363
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,16.3,17,369
MERCEDES-BENZ,TWO-SEATER,4,8,AS7,Z,12.8,22,303
MERCEDES-BENZ,TWO-SEATER,4,8,AS7,Z,12.8,22,303
MERCEDES-BENZ,FULL-SIZE,5.5,8,AS7,Z,13.2,21,313
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.8,20,322
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13,22,305
MERCEDES-BENZ,FULL-SIZE,6,12,AS7,Z,14.6,19,349
MERCEDES-BENZ,COMPACT,6,12,AS7,Z,14.3,20,348
MERCEDES-BENZ,COMPACT,6,12,AS7,Z,15.5,18,365
MERCEDES-BENZ,TWO-SEATER,5.5,8,AS7,Z,12.4,23,298
MERCEDES-BENZ,TWO-SEATER,6,12,AS7,Z,14.5,19,340
MERCEDES-BENZ,TWO-SEATER,3,6,A9,Z,10.1,28,234
MERCEDES-BENZ,MID-SIZE,2,4,AS7,Z,8.3,34,179
MERCEDES-BENZ,COMPACT,2,4,AS7,Z,9,31,212
MERCEDES-BENZ,SUBCOMPACT,2,4,A9,Z,9.5,30,222
MERCEDES-BENZ,SUBCOMPACT,2,4,AS7,Z,9.3,30,218
MERCEDES-BENZ,COMPACT,2,4,AS7,Z,8.1,35,190
MERCEDES-BENZ,COMPACT,4.7,8,A9,Z,11.7,24,275
MERCEDES-BENZ,MID-SIZE,2,4,A9,Z,9.5,30,246
